,review,condition,drugName,card2vec
1573,fantastic bloating weight gain yippee hot flashes gone helped first week would mild second month totally gone sleeping much better feeling anxiety gone life grand immmmmm soooo happy,407,562,"[-0.48830533027648926, 0.2213578224182129, -0.8093177676200867, -0.05906166508793831, 1.1143983602523804, -0.142168790102005, -0.029704365879297256, -0.7852081060409546, -0.9198834300041199, 0.29918405413627625, -0.1517157256603241, -0.09515082091093063, -1.200499415397644, -1.127982258796692, 0.6531930565834045, -0.615735650062561, 0.13797666132450104, -0.7996606826782227, -0.39753368496894836, -0.698739767074585, 1.1873869895935059, -0.1639692783355713, 0.7589002847671509, -0.9355553388595581, -0.09243051707744598, -0.30293235182762146, -0.006043833214789629, 0.4552599787712097, -0.48034825921058655, -0.4026487469673157, 0.03548446670174599, 0.07561521977186203, -0.10589057952165604, 0.6211191415786743, -0.5200099945068359, -0.36291322112083435, 0.39673012495040894, 0.5877390503883362, -0.3856793940067291, -0.3206447958946228, -0.1831168234348297, 0.37715476751327515, 0.0073629142716526985, -0.12132176011800766, 0.694701075553894, -0.15383760631084442, -0.29106998443603516, 0.1742870956659317, 0.6670457124710083, -0.5764439105987549, -0.8377302885055542, -0.527591347694397, -0.3247624933719635, -0.18487548828125, 0.6226678490638733, 0.1526259332895279, 0.04527955502271652, 0.06278040260076523, 0.6501172184944153, 0.13440288603305817, 0.4732525944709778, 0.11652784049510956, 0.25839942693710327, 0.20847298204898834]"
1574,fantastic bloating weight gain yippee hot flashes gone helped first week would mild second month totally gone sleeping much better feeling anxiety gone life grand immmmmm soooo happy,407,44,"[-0.3726811707019806, 0.35280054807662964, -1.0375738143920898, -0.03669588640332222, 1.1786922216415405, -0.08459532260894775, -0.05623732507228851, -0.757095456123352, -0.7608082890510559, 0.2708137631416321, -0.1208341047167778, -0.1177680641412735, -1.1989123821258545, -1.1022974252700806, 0.449008971452713, -0.5065529942512512, 0.12868177890777588, -0.6331474184989929, -0.4074917733669281, -0.7091496586799622, 1.1812070608139038, -0.10975904762744904, 0.7621797919273376, -0.8684431910514832, -0.04293408617377281, -0.34736937284469604, -0.12421026080846786, 0.5389991998672485, -0.30368077754974365, -0.42396652698516846, 0.08834148198366165, 0.014023744501173496, -0.24007700383663177, 0.5603815913200378, -0.4371964633464813, -0.2563054859638214, 0.41217178106307983, 0.5396384596824646, -0.40259653329849243, -0.37945669889450073, -0.09975764155387878, 0.5172233581542969, 0.13051117956638336, 0.009635736234486103, 0.6299923658370972, -0.07990379631519318, -0.43212488293647766, 0.43983274698257446, 0.5052809715270996, -0.5191735029220581, -0.7788828015327454, -0.537624180316925, -0.2684728503227234, -0.35065218806266785, 0.6096093654632568, 0.27399879693984985, 0.041511498391628265, -0.1454508751630783, 0.7201362252235413, 0.18828213214874268, 0.5255784392356873, 0.11706211417913437, 0.1241946592926979, 0.30839234590530396]"
1575,ok sooo started taking belviq july  took  pill a started feeling like intoxicated dizzy amp tired like  hour muscles began feel alil achy armsmy cheeks face started feeling achy like smiling hrs amplil lower back pain alil discomfort nothing alarming needed pain meds couple hours passed amp appetite noticed time p made eat salad amp took nd pill didnt like nd dosage made feel dizzy amp like came bar take am pill day july july lb lb  days lost lbs amp feeln good,875,572,"[1.5775115489959717, -0.14228367805480957, -1.3790959119796753, 1.194426417350769, 1.477673888206482, 0.2313249409198761, 0.26685279607772827, -0.5406233668327332, 1.224387764930725, -0.5641273856163025, 1.0308458805084229, -0.31636476516723633, -0.759103000164032, -1.190471887588501, 1.5106394290924072, 1.4122098684310913, 1.338133692741394, 0.3930463194847107, 0.5532249808311462, -0.42765820026397705, 1.127034068107605, 1.9366581439971924, 0.31949782371520996, 0.2150328904390335, -1.0483546257019043, -0.26886114478111267, 0.4849260449409485, -1.3850679397583008, 0.8503273129463196, 0.2996114492416382, 1.0158677101135254, -0.376330703496933, -0.13646042346954346, 0.49762406945228577, 0.5203899145126343, 0.8789787888526917, 1.2066831588745117, 1.2869123220443726, -0.271175354719162, 0.5978010892868042, 1.6250172853469849, -0.017603594809770584, 0.20199331641197205, -0.5856920480728149, -0.3190709054470062, 0.7661869525909424, 0.5659213066101074, 0.05366567522287369, -0.5065688490867615, -0.26913630962371826, -0.4356977641582489, 0.23787923157215118, 0.8495286703109741, -0.5299710631370544, 1.1123263835906982, 0.48772382736206055, -2.1130259037017822, 0.0822313129901886, -1.3661500215530396, -0.7667918801307678, 1.3416063785552979, -0.9536856412887573, -0.9834867715835571, -0.6864296197891235]"
1576,personally like birth control pills month used get horrible period pains stay home school couldnt eat keep anything lay bed pills getting period light little pain relief get migraines sore chest got wasnt pill well would recommend birth control bad cramps really helped,173,1312,"[-0.03593003377318382, 0.3832216262817383, -0.6565763354301453, -0.6778488755226135, 0.851050853729248, 0.11053051799535751, -0.6989299654960632, 0.21139469742774963, 0.26927319169044495, -0.1516409069299698, 0.5512508153915405, 0.7033377885818481, -0.5802420973777771, -0.6297993063926697, 0.261080265045166, 0.21680621802806854, 0.41161325573921204, 0.27816346287727356, 0.61531001329422, -0.6955933570861816, 0.8365098237991333, -0.414424329996109, 0.5840466022491455, 0.127315491437912, 0.6064534187316895, 0.01766371913254261, 0.06944744288921356, 0.363102525472641, 0.7456948757171631, -0.013490410521626472, 0.1543434113264084, 0.4555192291736603, 0.5435594320297241, 0.7811286449432373, 0.2072412669658661, 0.2933543622493744, 0.4666326940059662, 1.1111048460006714, -0.6749305725097656, 0.21938297152519226, 1.1545159816741943, -0.16716691851615906, 0.2594226598739624, 0.09153985232114792, -0.537861168384552, -0.3770425021648407, -0.5703925490379333, -0.012686515226960182, -0.35160064697265625, -0.26475435495376587, -0.9553223848342896, 0.1802663803100586, 0.35340017080307007, 0.9577040672302246, 1.333999514579773, 0.8923690319061279, -0.1483951061964035, 0.7403995394706726, 0.6637786626815796, -0.33237284421920776, 0.8319207429885864, 0.45380404591560364, 0.18705828487873077, 0.1886151134967804]"
1577,personally like birth control pills month used get horrible period pains stay home school couldnt eat keep anything lay bed pills getting period light little pain relief get migraines sore chest got wasnt pill well would recommend birth control bad cramps really helped,173,130,"[0.0866515263915062, 0.3636111617088318, -0.6228672862052917, -0.42298954725265503, 0.8136618137359619, 0.10679085552692413, -0.7285088300704956, 0.22557753324508667, 0.12961961328983307, 0.013476761057972908, 0.5541131496429443, 0.8199648857116699, -0.5714185237884521, -0.696681559085846, -0.02140934206545353, 0.36692142486572266, 0.6972010135650635, 0.47537970542907715, 0.4830525815486908, -0.5690618753433228, 0.6341812610626221, -0.28234028816223145, 0.3461603820323944, 0.1279054582118988, 0.500320315361023, 0.3204299211502075, 0.043173063546419144, 0.14637649059295654, 0.5533321499824524, -0.021126024425029755, 0.29515525698661804, 0.4501937925815582, 0.5198080539703369, 0.6637386679649353, 0.3332138657569885, 0.37802940607070923, 0.5141770839691162, 1.1662517786026, -0.8752231597900391, 0.25426486134529114, 1.1068236827850342, -0.1760634034872055, 0.34940624237060547, -0.10449791699647903, -0.5674952268600464, -0.4203449785709381, -0.7423794865608215, 0.016243375837802887, -0.483595609664917, -0.3267364799976349, -0.9778803586959839, -0.008027181960642338, 0.2256881445646286, 0.7724817991256714, 1.4028328657150269, 0.9171053171157837, -0.29875680804252625, 0.7544578313827515, 0.66275554895401, -0.27500876784324646, 0.8269588947296143, 0.5449177622795105, 0.05778864398598671, -0.015572916716337204]"
1578,ive er migraines many times count given every kind drug given woke morning horrific migraine vomiting went gave reglanbenadryl combo within less minute pain gone could believe ive never anything work well fast went home slept four hours afterwards im glad decided try,525,2078,"[0.047106899321079254, 0.4422181248664856, 0.017407599836587906, 0.4063709080219269, 1.1883032321929932, 0.20611847937107086, -0.6526889204978943, 0.15496644377708435, 0.14958438277244568, 0.1600930243730545, -0.4280621409416199, 1.3274669647216797, -0.09502334147691727, -0.9239338636398315, 0.5351814031600952, 0.21332542598247528, -0.42618295550346375, -0.8799611330032349, -0.6640512347221375, -0.24639545381069183, 1.22133207321167, 0.26551809906959534, 0.37964364886283875, -0.22685590386390686, 0.30051276087760925, -0.13099230825901031, -0.4378746449947357, 0.1441289782524109, 0.8827459812164307, 0.032413970679044724, 0.29071834683418274, 0.22104495763778687, 0.0911049023270607, 0.27167046070098877, 0.42322754859924316, -0.07386061549186707, 0.8583522439002991, 0.16953803598880768, 0.25113606452941895, -0.2685117721557617, -0.5230961441993713, 0.0992671325802803, -0.3047546148300171, -0.03476318344473839, 0.24599596858024597, -0.0992642417550087, -0.6197550296783447, 1.3689806461334229, 1.2022314071655273, 0.2562771439552307, -0.5356823801994324, 0.12371814996004105, 1.0539400577545166, -0.5297452807426453, 0.7357705235481262, -0.07037670910358429, -0.5875386595726013, -0.15319731831550598, 0.20394711196422577, -0.07193774729967117, -0.028051001951098442, 0.13914000988006592, -0.6505613327026367, 0.06948144733905792]"
1579,well took first time thursday felt erection like old days seeing hottie ive getting  hard prior cialis friday going night saturday sunday morning awesome dr said might mental anyway cialis might enough get back track,325,3048,"[-0.7982912063598633, 0.06922417879104614, -0.2897256314754486, 0.19210481643676758, 0.271458238363266, -0.18475604057312012, -0.058254677802324295, -0.7781921625137329, 0.7553893327713013, -0.24537597596645355, 0.4161318242549896, 0.06477615237236023, -0.27708688378334045, -0.7939779162406921, 0.33330774307250977, 0.22073237597942352, -0.2521819472312927, 0.8501169681549072, -0.6460766792297363, -0.1832667589187622, 0.11640334874391556, -0.010422619059681892, -0.47066980600357056, -0.4702037572860718, 0.5406241416931152, -0.7956132292747498, -1.2284661531448364, -0.943801760673523, 0.3950347900390625, 0.6330878734588623, 0.47909390926361084, -0.6291472911834717, -0.1719401478767395, -0.5411975979804993, 0.07884814590215683, 0.47808969020843506, -0.2668277621269226, -0.34739595651626587, -0.35124313831329346, -0.29067036509513855, 0.35803166031837463, -0.015180964022874832, -0.6150486469268799, -0.08534696698188782, 1.3171477317810059, 0.35814985632896423, -0.21919867396354675, 0.31688392162323, 0.36043962836265564, 0.17332202196121216, -0.2365839183330536, 0.07795502245426178, 0.7971245050430298, 0.26173341274261475, 0.6548476815223694, -0.18714047968387604, -1.0633559226989746, 0.5218750834465027, -0.6291505098342896, -0.6166819930076599, -0.11865127086639404, -0.9628496766090393, -1.0051754713058472, -0.5725192427635193]"
1580,helped insomnia  pulled market many thanks manufacturer used medicine long time never could sleep taking still watch time go,457,804,"[0.7352685928344727, 0.9045273661613464, 0.6906324028968811, 0.2752113938331604, 0.3873478174209595, -0.2648480236530304, -0.5893850922584534, -0.10497784614562988, -0.0936501994729042, 0.3116193413734436, -0.2504414916038513, 0.6862330436706543, -0.7222095131874084, -0.1134137362241745, 0.14040492475032806, -0.4763103723526001, -0.37214159965515137, 0.364092081785202, 0.24310524761676788, -0.5472183227539062, 0.1369239240884781, -0.04280678927898407, 0.24599827826023102, -0.0029808750841766596, 0.4713694155216217, -0.33454781770706177, -0.3264075517654419, -0.5028113722801208, -0.8145856857299805, 0.47206786274909973, 0.03141919896006584, 0.21706564724445343, -0.4432426393032074, 0.3321231007575989, 0.08386659622192383, 0.09401823580265045, 0.41082629561424255, 0.2966706156730652, -0.11519143730401993, 0.28226155042648315, 0.5845648646354675, 0.12038210034370422, 0.8609128594398499, -0.7045705318450928, -0.38770347833633423, 0.11400044709444046, -0.603919267654419, 0.14542131125926971, 0.7368860244750977, -0.554504930973053, 0.05254114791750908, -0.5635123252868652, -0.21569545567035675, -0.3350387513637543, 0.386080265045166, -0.874523401260376, -0.15319091081619263, -0.19595389068126678, 0.5115071535110474, -0.6548592448234558, -0.7846909165382385, -0.06286636739969254, -1.0733873844146729, 0.04742267727851868]"
1581,using aleve  months medicine helps relieve aches pains im  working food industry although experience severe body joint pains daily basis take one aleve days work put   hours pain free suffered side effects far far none medicines tried effective aleve,732,2206,"[-0.20003607869148254, 0.009563161060214043, -0.1360989212989807, 0.0012779142707586288, 0.16359417140483856, -0.25573062896728516, 0.4493001699447632, 0.12791849672794342, -0.3577405512332916, -0.22648099064826965, -0.05359845608472824, 1.020065188407898, -0.45793673396110535, -0.9760919809341431, -0.5694069266319275, -0.7272322773933411, 0.2556591331958771, 0.015674222260713577, 0.32065799832344055, -0.13586506247520447, 0.074741430580616, 1.3225740194320679, 0.4811277985572815, -0.1393052488565445, 0.6013702750205994, 0.9435791969299316, -0.6434372067451477, 0.8203855752944946, -0.47507181763648987, -0.07022712379693985, 1.002662181854248, 0.8421161770820618, -0.22848734259605408, 0.2097475379705429, 0.03868355602025986, 0.14962702989578247, 0.6190171837806702, -0.24748912453651428, -0.31630831956863403, -0.416551798582077, -0.7569293975830078, 0.6089300513267517, 0.28879886865615845, 0.36472374200820923, 0.3763478696346283, -0.5295250415802002, -0.2168620526790619, 0.7725477814674377, 0.4430560767650604, -0.10005643218755722, -1.4558775424957275, -0.41054990887641907, -0.3751617670059204, -0.48027297854423523, 0.7473078966140747, -0.6679175496101379, -1.0666813850402832, 0.8011795282363892, 0.5381070971488953, -0.24189765751361847, 0.02737903594970703, 0.2957232892513275, -0.6624002456665039, 0.4509451687335968]"
1582,anyone gained weight,742,2776,"[0.11499398201704025, 0.035512775182724, 0.14904992282390594, -0.2455204874277115, 0.04904267564415932, 0.09722662717103958, -0.2383098006248474, 8.065198926487938e-05, -0.18940867483615875, -0.12918226420879364, 0.017619622871279716, 0.018653182312846184, -0.09527872502803802, 0.08800476789474487, -0.03517190366983414, -0.13080525398254395, 0.13993357121944427, 0.031683631241321564, 0.08133535832166672, 0.06722326576709747, 0.1588166058063507, -0.07441076636314392, 0.037830084562301636, 0.00036618413287214935, -0.06930013000965118, 0.05695049837231636, -0.07834339886903763, 0.08825566619634628, -0.09232784807682037, 0.36346787214279175, -0.17767365276813507, -0.022335439920425415, -0.019032083451747894, 0.3023872673511505, 0.08632807433605194, -0.08757660537958145, 0.31187695264816284, 0.10264453291893005, -0.024675369262695312, -0.10543088614940643, 0.10410594940185547, 0.0064523350447416306, -0.19850017130374908, -0.1430189162492752, -0.15320774912834167, -0.10172109305858612, -0.3015854060649872, -0.10431194305419922, 0.011876893229782581, -0.07158750295639038, 0.1269061118364334, 0.00604441249743104, -0.005838543642312288, 0.10847102105617523, 0.0966176763176918, 0.05848834291100502, -0.06342612206935883, -0.1387607753276825, 0.24349452555179596, -0.010908214375376701, 4.942541636410169e-06, 0.02208086848258972, 0.01484556496143341, -0.2910376191139221]"
1583,doctor switched asacol working well lialda results horrible started bad flare ups gastroenterologist clue put remicade  months results miserable suggested perhaps lialda causing problems stated quotnot likelyquot well two years misery back steroids switched doctors guy came highly recommended heart heart consultation stated patients well lialda decided take medication immediately within three weeks steroids back using asacol life okay,841,1867,"[-0.06593302637338638, 0.3709542453289032, 0.2973468601703644, -0.614240825176239, 1.0688976049423218, -0.5856688022613525, -0.23962977528572083, -1.3374123573303223, -1.1053985357284546, -0.6219804286956787, 1.014949083328247, 0.8323632478713989, -0.7172684669494629, 0.07514524459838867, 0.052779242396354675, -1.2889859676361084, 0.6506926417350769, -0.07546744495630264, -0.6390879154205322, 0.509454607963562, 0.18046823143959045, -0.6606802344322205, 0.025833558291196823, 0.5915961861610413, 0.40371865034103394, -0.5708647966384888, -1.3967573642730713, -0.011144166812300682, -1.2032390832901, 0.4305684268474579, -0.8699287176132202, -0.06926228851079941, -0.050419703125953674, 0.18609337508678436, 0.6378626227378845, 0.09525607526302338, 0.8540967702865601, 0.8605248332023621, 0.5008536577224731, -1.2857948541641235, 0.22347627580165863, 0.6585696935653687, -0.2465110868215561, -0.6061259508132935, -0.14805388450622559, -1.7883696556091309, -0.8561294078826904, -0.4117925763130188, 1.1369839906692505, 0.9854755997657776, -0.9835663437843323, 0.4828575849533081, 0.17697136104106903, 0.5996360182762146, 0.16670255362987518, -0.6800313591957092, -0.9524487853050232, 0.4429916739463806, 0.5213333368301392, -0.4768686592578888, 0.41534316539764404, -0.4772689640522003, -1.568126916885376, 0.8678939342498779]"
1584,diclofenac mg twice day  years first year took  x day methotrexate began kick take needed get flare per week sometimes less made big difference helping manage pain rheumatoid arthritis,732,1089,"[0.13889548182487488, -0.4332493245601654, -0.20356018841266632, 0.6671311855316162, -0.30947887897491455, 0.168906107544899, 0.19173356890678406, -0.15004032850265503, -0.6718997359275818, -0.36143290996551514, 0.13135665655136108, -0.13290588557720184, -0.15303108096122742, -1.2847603559494019, 0.5896204113960266, -0.10016520321369171, -0.16716770827770233, -0.2791493237018585, -0.35168954730033875, -0.31724369525909424, 1.0859205722808838, -0.1734122633934021, 0.35613518953323364, -0.17598015069961548, 0.5753182172775269, -0.36961087584495544, 0.0371108204126358, 0.09644585102796555, 0.4400465786457062, -0.3450861871242523, 0.7209196090698242, -0.06711889803409576, -0.5895974636077881, -0.16251660883426666, 0.7255606651306152, 0.05041531100869179, 0.04580290615558624, 0.21372874081134796, -0.579804003238678, 0.5598292350769043, 0.15926194190979004, 0.6766209602355957, -0.5736308097839355, -0.008829562924802303, 0.42987194657325745, -0.3395925760269165, 0.707231879234314, 0.3279702365398407, 0.30405816435813904, -0.1988949477672577, 0.14975017309188843, -0.3340398073196411, 0.10302197933197021, 0.3308085799217224, 0.03764607757329941, -0.26951584219932556, -0.8576483726501465, -0.06563767045736313, 0.610719621181488, -0.4498814344406128, -0.32500311732292175, -0.4898430407047272, -0.6252304911613464, 0.5281028747558594]"
1585,personally thus drug gives fixed drug eruption form huge round rash one breasts intensively itchy burns feels like horrible sunburn therefore clearly fan,859,1425,"[0.23645958304405212, -0.6852865219116211, -0.5517472624778748, 0.0519329197704792, 0.5042058825492859, 0.1664445698261261, -0.15221448242664337, 0.027001269161701202, 0.17481714487075806, 0.17671938240528107, 0.5885008573532104, 0.5197683572769165, -0.18264713883399963, -0.40542516112327576, 0.3339664041996002, 0.00826125219464302, 0.06493603438138962, -0.8003867268562317, -0.23567542433738708, -0.5311973690986633, 0.015685973688960075, -0.3256710171699524, -0.2601180076599121, -0.27910470962524414, 0.24397319555282593, 0.5721316933631897, -0.4339756965637207, -0.3787471354007721, -1.0422619581222534, 0.13662008941173553, 0.18717077374458313, 0.1905612349510193, -0.09156519174575806, 0.149839848279953, -0.061218805611133575, 0.5034109354019165, 0.7189996242523193, 0.9445890784263611, -0.2804263234138489, -0.5812473297119141, 0.3515145480632782, -0.4843003749847412, -0.46920016407966614, -0.5034943222999573, -0.5292244553565979, -0.2541942298412323, -1.0616083145141602, -0.43900787830352783, -0.09478769451379776, -0.405072957277298, -0.5021517872810364, -0.15311965346336365, 0.4329802691936493, 0.07278230041265488, 0.8873374462127686, 0.7889398336410522, 0.3044750988483429, -0.0651126503944397, 0.28279751539230347, 0.01953372359275818, -0.20958688855171204, -0.35372504591941833, -0.26807689666748047, 0.8017063140869141]"
1586,prozac really worked kept depression control along anxiety side affects forget sex also experienced short term memory loss,272,2673,"[-0.3680831789970398, 0.1282171756029129, -0.5615109801292419, 0.7561375498771667, 0.5387722849845886, -0.08649449795484543, -0.4536969065666199, 0.34659409523010254, 0.40941232442855835, -0.0015969736268743873, 0.04230361059308052, 0.21347883343696594, -0.05545954778790474, -0.05550102889537811, -0.31883248686790466, -0.0940045565366745, 0.8469150066375732, -0.3550945818424225, -0.3770865797996521, 0.5447694063186646, 0.4796341061592102, 0.03431311622262001, 0.28141117095947266, 0.28468555212020874, 0.2464323341846466, 0.13859273493289948, -0.20334592461585999, -0.6808872818946838, -0.10787342488765717, 0.008378931321203709, 0.4778655469417572, 0.15872712433338165, 0.11348086595535278, 0.4092899262905121, 0.40741851925849915, 0.27810433506965637, 0.05745035037398338, 0.33318063616752625, 0.010054646991193295, -0.16939641535282135, -0.15318606793880463, 0.5339431166648865, -0.12122830748558044, -0.04241681098937988, -0.5302420854568481, 0.2839551866054535, -0.5176628828048706, 0.21341541409492493, -0.06972724199295044, -0.39184093475341797, -0.07548940926790237, -0.6027933359146118, 0.028015542775392532, -0.0939718559384346, 0.8657607436180115, -0.11407460272312164, -0.13299503922462463, 0.29228484630584717, 0.7493048906326294, 0.3834356963634491, -0.12495385855436325, 0.2881122827529907, -0.15688921511173248, -0.2030651569366455]"
1587,migraine med must expereince regular migrainesno side effects,525,2000,"[-0.09150958806276321, 0.012468947097659111, -0.19750742614269257, 0.013784799724817276, 0.08762158453464508, -0.21098287403583527, 0.1921694576740265, -0.15544137358665466, 0.15023280680179596, -0.12161766737699509, 0.29508575797080994, 0.13498620688915253, -0.0020857308991253376, -0.4938596785068512, -0.44082915782928467, -0.19157220423221588, 0.05943166837096214, -0.3078884780406952, -0.01059004943817854, 0.2250470221042633, 0.2830411195755005, -0.0847303718328476, 0.344387412071228, 0.15521134436130524, 0.16910061240196228, -0.05066041648387909, -0.4473133981227875, -0.0004342232714407146, 0.08256978541612625, 0.6639190912246704, 0.2436792552471161, 0.2761669456958771, -0.1713925153017044, -0.04881078004837036, 0.16483357548713684, 0.12437811493873596, 0.18389172852039337, 0.3958834707736969, 0.0198931023478508, -0.05006743595004082, -0.20311573147773743, 0.31984269618988037, 0.07452355325222015, 0.18051815032958984, 0.014268388040363789, -0.19217003881931305, -0.45175546407699585, 0.162225604057312, 0.08806590735912323, 0.336283415555954, -0.05799287185072899, 0.18513230979442596, 0.38314417004585266, -0.22390365600585938, 0.2851058542728424, 0.198915034532547, -0.2845257520675659, 0.13511265814304352, 0.1723228394985199, 0.057053644210100174, 0.1411745846271515, 0.04963434860110283, -0.2705080211162567, 0.008036262355744839]"
1588,absolutely loved pristiq great energy great sex felt good unfortunately suffered side effect couldnt empty bladder way meant sleep deprivation md thought uti getting medicine seeing urologist cleared symptoms urologist said common side effect pristiq put flomax couple weeks loved pristiq hate cant take,272,1056,"[-0.2023392915725708, 0.7629429697990417, 0.6879724264144897, 0.3704241216182709, 0.7717559337615967, -0.30456075072288513, 0.5021346211433411, -0.13967034220695496, 1.2487733364105225, 0.7525018453598022, 0.34172043204307556, 0.8772999048233032, 0.45841720700263977, 0.5994529724121094, -0.08762796968221664, -0.6802526712417603, -0.38526928424835205, 0.3974637985229492, -0.2777245342731476, 0.1737818866968155, 1.3625905513763428, 0.18766465783119202, 0.14176084101200104, 0.03762788325548172, 0.6155610680580139, -0.48188573122024536, -0.8190996050834656, -0.44510746002197266, -0.1645709127187729, 1.2919245958328247, 0.8557798862457275, -0.5710801482200623, -0.019475523382425308, 0.6117362976074219, 0.09775419533252716, -0.31000298261642456, 0.5816199779510498, 0.5143844485282898, 0.3633720278739929, -0.570365846157074, -0.1723824292421341, -0.16524863243103027, 0.44644245505332947, 0.11259457468986511, 0.14752112329006195, 0.24104349315166473, -0.7025706171989441, -0.20800741016864777, 1.0978409051895142, 1.1147363185882568, 0.547953188419342, -0.31121233105659485, 0.5785415768623352, 0.10920188575983047, 1.160894513130188, -0.6663815975189209, -0.30005884170532227, 0.7379282116889954, 0.30207911133766174, -0.34756550192832947, -0.2676375210285187, -0.03802728280425072, 0.3353807032108307, 0.8376026749610901]"
1589,terrible pill wouldnt recommend anybody start med unless ready bad side effects coming med doesnt work med cause lose  years memory lose almost marriage,272,3329,"[0.40334436297416687, -0.2187209576368332, -1.0055508613586426, -0.5651664137840271, 0.354705274105072, 0.13063541054725647, -0.13996896147727966, -0.5501561164855957, 0.48659878969192505, -0.31841322779655457, 0.577079713344574, 0.7358648777008057, -0.5677004456520081, -0.1751973032951355, -0.09819678962230682, -0.5690845251083374, 0.17960761487483978, -0.5786471962928772, 0.16131159663200378, -0.2672724425792694, 0.17218178510665894, -0.1859712302684784, 0.2984252870082855, -0.059241000562906265, 0.7995361685752869, -0.842373788356781, -0.5710394382476807, 0.23956060409545898, 0.06570757180452347, 0.20257174968719482, -0.0008290152763947845, 0.10578706860542297, -0.766609251499176, -0.5579490065574646, -0.7029240727424622, 0.18995735049247742, 0.1324118971824646, 0.16885580122470856, 0.3422333300113678, -0.004576967563480139, -0.07879738509654999, 0.4533928632736206, 0.33482199907302856, -0.4509899914264679, -0.4871123135089874, -0.1729005128145218, -0.4648696780204773, 0.22578568756580353, 0.7546340823173523, 1.0582553148269653, 0.44533663988113403, 0.47012943029403687, 0.09473354369401932, 0.4471658170223236, 0.1487983614206314, 0.46352532505989075, -0.7106009721755981, 0.7945869565010071, 0.2602459490299225, 0.3588876724243164, 0.11240418255329132, -0.12928172945976257, -0.8439881205558777, -0.22859035432338715]"
1590,took first dose  hours ago smelled thought quotthis wont bad smells like cough syrupquot well two sips gagging like took half hour choke instantly cramps worst nausea ive ever experienced slowly headache added problems ive miserable since first movement happened yeah faucetbutt wont shut definitely works im scared wont able get second dose,181,3025,"[-0.43634268641471863, 0.5463116765022278, 0.8751646876335144, 0.22696730494499207, 0.7884635925292969, 0.29472583532333374, -0.23711928725242615, -0.3880043029785156, -0.7818394303321838, -0.8961607217788696, 0.6802482604980469, 0.8578431010246277, -0.21042081713676453, -0.5169506072998047, 0.5560518503189087, 0.24694913625717163, 0.9601383209228516, -0.21705509722232819, -0.16519930958747864, 0.23388704657554626, 0.2735929489135742, 0.2504577040672302, 0.051388394087553024, -0.4513193666934967, 0.01487721223384142, -0.4235793352127075, 0.4568367302417755, -0.06682021915912628, 0.49275168776512146, -0.790241539478302, 0.751207709312439, 0.44228270649909973, -0.40240800380706787, -0.6515840888023376, 0.8233282566070557, 0.5272247195243835, -0.01683439128100872, 0.24569304287433624, -0.43315643072128296, 0.3189527094364166, 0.7325049638748169, 0.6230247616767883, 0.09224861115217209, -1.0421298742294312, 0.22162272036075592, -0.33028072118759155, -0.8515841960906982, 0.39366650581359863, -0.15296809375286102, 0.5279038548469543, -0.9964489936828613, -0.2901943325996399, 0.22677625715732574, -0.7475122809410095, 1.2396290302276611, 0.6672569513320923, -0.5733504891395569, 0.09918086975812912, -0.3935711085796356, -0.3123418688774109, -0.21133694052696228, -0.31865358352661133, -0.09085575491189957, -0.5229840874671936]"
1591, years old experienced acne since  chest face neck extending entire back beginning third month claravis entirely cured acne longer pimples dont wear makeup anymore its incredible side effects chapped lips first month fatigue,80,1732,"[0.029588595032691956, 0.11086168885231018, -0.37487444281578064, 0.3954680263996124, 0.7884556651115417, -0.6811397075653076, 0.7642492055892944, 0.07690504193305969, -0.627090334892273, -0.8224053978919983, 0.7673148512840271, -0.33644336462020874, -1.037447214126587, -0.6698776483535767, 0.029994146898388863, -0.22003810107707977, -0.07627721130847931, -0.5735289454460144, -0.24328982830047607, 0.17980200052261353, 0.23725204169750214, -0.7724607586860657, 0.16028542816638947, -0.39366304874420166, 0.05812806263566017, 0.47229647636413574, -0.49270179867744446, 0.22108258306980133, -0.5080715417861938, 0.573006272315979, 0.03304719924926758, 0.16087256371974945, -0.5089567303657532, -0.17085637152194977, 0.0701260194182396, 0.40552905201911926, -0.015240884386003017, 1.1606403589248657, -0.21917185187339783, 0.5882616639137268, -0.19431984424591064, 0.5154409408569336, -0.33759942650794983, 0.44849956035614014, -0.19004523754119873, 0.90569007396698, -0.2385639101266861, -0.43555957078933716, -0.7884277105331421, -0.6967814564704895, -0.3704393208026886, -0.6398147344589233, 0.36078786849975586, -0.011940523982048035, 0.2966861128807068, 0.810064971446991, 0.4381999373435974, -0.0368138812482357, 0.6791919469833374, -0.0981912687420845, -0.054413728415966034, -0.43209487199783325, 0.08711136877536774, 0.26005277037620544]"
