,condition,card2vec,drugName
1712,272,"[0.18040800094604492, -0.37572145462036133, -0.605833113193512, 0.13634154200553894, 0.3477809429168701, 0.1574098765850067, 0.2579811215400696, 0.09309623390436172, -0.18529292941093445, 0.06563875824213028, 0.26038071513175964, -0.020604806020855904, -0.3820211589336395, -0.43757161498069763, -0.1330028921365738, 0.16196896135807037, 0.4774361848831177, -0.21289660036563873, 0.042304106056690216, 0.22330431640148163, 0.20346812903881073, 0.043461717665195465, -0.23130860924720764, -0.26700592041015625, 0.23556376993656158, 0.035911787301301956, -0.6583641767501831, -0.787529706954956, -0.641669750213623, 0.4045644998550415, 0.6092330813407898, -0.17211098968982697, -0.8076250553131104, -0.19710084795951843, -0.14810311794281006, 0.17763341963291168, 0.24534517526626587, 0.13720153272151947, -0.1997646689414978, -0.19841638207435608, -0.14646950364112854, 0.44954913854599, 0.14376120269298553, -0.4580319821834564, 0.44693270325660706, -0.22138358652591705, -0.20914877951145172, -0.10535803437232971, 0.07578772306442261, 0.2187557816505432, -0.2802194654941559, -0.5012351870536804, 0.00551247876137495, 0.021730056032538414, 0.5798428654670715, -0.1825367510318756, -0.6011112928390503, 0.14401648938655853, 0.4938949942588806, 0.22759421169757843, 0.10068099945783615, -0.5009413957595825, 0.1122010126709938, -0.3575761318206787]",686
1713,29,"[0.43386948108673096, 0.5548182129859924, -0.5496869683265686, -0.681397020816803, 0.32049810886383057, 0.3776489496231079, -0.3324703276157379, 0.43107983469963074, -0.3950367569923401, -0.4683324098587036, 0.6061633825302124, 1.0614978075027466, -0.6540151238441467, 0.11036789417266846, 0.03430788591504097, 0.01001809909939766, 0.3266259729862213, 0.23901355266571045, -0.5307248830795288, -0.0245355237275362, -0.020189788192510605, -0.4974675178527832, 0.283057302236557, -0.1663130521774292, -0.10093032568693161, -0.1665770709514618, -0.1540326178073883, 0.13568158447742462, 0.8613880276679993, -0.12365108728408813, -0.3306461274623871, -0.07143274694681168, 0.6388188600540161, 0.5557378530502319, 0.4102313220500946, -0.19401702284812927, 0.21439820528030396, 0.8088694214820862, -0.3207108676433563, 0.3817347288131714, 0.20320312678813934, 0.8433310389518738, 0.3213289976119995, -0.2097787708044052, -0.09412398189306259, -0.19477127492427826, -0.38355860114097595, -0.25691571831703186, -0.0509110651910305, -0.03457803279161453, -0.3871867060661316, -0.18059171736240387, 0.6679567694664001, -0.5108510255813599, 0.8406266570091248, 0.2705609202384949, -0.32806211709976196, -0.34518682956695557, -0.3870788514614105, -0.5715773105621338, 0.7364973425865173, -0.4916643500328064, -0.2890883684158325, 0.5698831081390381]",1749
1714,184,"[0.1291331648826599, -0.010047746822237968, -0.601896345615387, 0.0721520334482193, 0.2612248659133911, -0.15674445033073425, 0.1660243272781372, 0.13688385486602783, -0.07307826727628708, -0.14401470124721527, 0.04752807691693306, 0.27975940704345703, -0.26450130343437195, -0.6485960483551025, 0.005106788594275713, -0.02966897375881672, 0.08087418973445892, -0.0783233642578125, 0.06899530440568924, -0.11468411237001419, 0.15168721973896027, -0.18874624371528625, 0.23613345623016357, 0.05256781354546547, 0.345549613237381, -0.0037247848231345415, -0.1160234659910202, -0.10141713917255402, -0.11735961586236954, 0.26729458570480347, 0.5108518004417419, 0.4000062942504883, -0.6704480051994324, -0.3828752338886261, -0.19500337541103363, 0.0076209730468690395, 0.14556171000003815, 0.18774044513702393, -0.19500680267810822, 0.2730209231376648, -0.4734666645526886, 0.006138740573078394, -0.20927397906780243, -0.10829748213291168, -0.1250384896993637, -0.3435141146183014, -0.1414167582988739, 0.031399089843034744, -0.06359310448169708, 0.14241015911102295, -0.21762855350971222, -0.2685554027557373, 0.17275115847587585, -0.06823098659515381, 0.1463821530342102, 0.18849162757396698, -0.5163659453392029, 0.32237109541893005, 0.4815674424171448, -0.27979451417922974, 0.24877189099788666, -0.2689129710197449, -0.30317795276641846, 0.09627549350261688]",415
1715,407,"[0.09861645847558975, -0.05063830688595772, -0.7918741703033447, 0.24757497012615204, -0.03839888051152229, -0.36691775918006897, 0.3894767165184021, 0.9832978844642639, 0.3019659221172333, 0.06581171602010727, 0.3436438739299774, -0.4605235159397125, -1.1529263257980347, -0.4885467290878296, 0.17877401411533356, -0.18682228028774261, -0.742465078830719, -0.21650435030460358, 0.3002157211303711, 0.3829563558101654, 1.340465784072876, -0.25509047508239746, -0.07185299694538116, 0.057157646864652634, 0.7577868103981018, -0.29438915848731995, -0.7599446177482605, -0.29017481207847595, 0.18876856565475464, -0.013718128204345703, 0.9381306767463684, 0.28413066267967224, -0.8317248225212097, -0.16432487964630127, 0.29789218306541443, -0.08193499594926834, -0.5604233741760254, 0.0820760428905487, -1.1066749095916748, -0.16640236973762512, -0.8773186802864075, -0.017925888299942017, -0.6115956902503967, -0.13672426342964172, 0.4208389222621918, -0.12681369483470917, -0.5318531394004822, 0.46616488695144653, 0.15113668143749237, -0.37884849309921265, -0.2731361985206604, -0.5263891220092773, 0.05092326179146767, 0.19180677831172943, 0.42878156900405884, -0.3027079701423645, 0.26437950134277344, 0.16473685204982758, 0.3823091387748718, -0.13345147669315338, -0.3817097842693329, -0.7402745485305786, -0.6569695472717285, 0.11002322286367416]",3329
1716,159,"[0.19246208667755127, -0.14915063977241516, 0.3681570291519165, 0.3688616454601288, 0.37975072860717773, -0.8135445713996887, -0.21939484775066376, -0.6234650015830994, 0.7115485072135925, -0.4675498604774475, -0.3264307677745819, 0.4328519105911255, -0.1855921745300293, -0.6263559460639954, 0.01660776510834694, -0.530561089515686, 0.39840561151504517, -0.5155264139175415, -0.14355456829071045, -0.04118083417415619, 0.22770272195339203, 0.08997855335474014, 0.6757450699806213, 0.2977697253227234, 0.08798202127218246, -0.011649580672383308, -0.25654006004333496, 0.5302714109420776, 0.34179016947746277, 0.052699651569128036, 0.6208372712135315, 0.5942906737327576, 0.2371814250946045, -0.27773964405059814, 0.5735791921615601, -0.29064130783081055, 0.41557344794273376, 0.43598851561546326, -0.12053561210632324, -0.11580169945955276, 0.581372857093811, 0.27309009432792664, 0.07386023551225662, -0.7875339388847351, -0.009917869232594967, -0.13328874111175537, 0.0315517783164978, 0.3485352694988251, -0.05297083780169487, 0.6986276507377625, -0.5700001120567322, 0.13204655051231384, 0.572324812412262, 0.47243553400039673, 0.15769827365875244, 0.27696692943573, -0.32033541798591614, 0.6331188678741455, 0.6139029860496521, -0.39398249983787537, -0.2744160592556, 0.11653856933116913, -0.5036669373512268, 0.11126968264579773]",535
1717,299,"[-0.9226734638214111, -1.4985007047653198, -0.0256291925907135, -1.4147394895553589, 1.7171984910964966, 0.05403454601764679, 0.3655514121055603, -1.3107417821884155, -1.4154688119888306, -1.3159406185150146, 0.8791554570198059, 0.22568796575069427, -0.8286408185958862, -1.040372610092163, 0.13569720089435577, 1.1111418008804321, 0.2796120345592499, 1.5164885520935059, 1.427816390991211, -0.8462592363357544, 1.2712701559066772, -2.226320505142212, 1.305412769317627, -1.8457914590835571, 1.2592908143997192, 0.6183653473854065, -0.36779624223709106, 0.39086663722991943, -0.8202877640724182, 0.531520664691925, -0.10793869942426682, -0.787412703037262, -0.16165317595005035, -1.1664882898330688, 1.482461929321289, 0.24804900586605072, 0.13326919078826904, 0.5151239633560181, 0.5901291966438293, -0.7965074777603149, 0.777878999710083, 0.4526965320110321, -0.4172693192958832, -0.8514605760574341, -0.5163009762763977, -0.6981982588768005, -1.6508946418762207, 1.0789880752563477, 0.8175843358039856, 1.1017699241638184, 0.7362401485443115, -0.07312042266130447, 1.5436815023422241, 0.1537008136510849, 1.2684129476547241, 0.40568190813064575, 0.1122957095503807, -0.5461721420288086, -0.16612608730793, -0.6086558103561401, -0.2349984347820282, -2.0744218826293945, -0.2046109139919281, 0.4646224081516266]",1231
1718,292,"[-0.3313749134540558, 1.712780237197876, -0.13588310778141022, -0.7320402264595032, 0.018250305205583572, 0.3958057463169098, 0.4030150771141052, 0.441223680973053, 0.14975498616695404, -0.2525370419025421, -0.6384106874465942, -0.35359254479408264, -0.10005292296409607, -1.776510238647461, 0.5637874007225037, 0.36751723289489746, 0.1692318320274353, 1.2321946620941162, 0.31135624647140503, -0.7174633145332336, 0.4478369653224945, 0.5970232486724854, -0.0754663497209549, -0.3861992061138153, 0.11244059354066849, -0.0750761330127716, -0.6144498586654663, 0.0878523513674736, 1.288741111755371, 1.1270549297332764, 0.8272007703781128, 0.1181366890668869, -0.4006099998950958, 0.46350938081741333, 0.1344858556985855, -0.25884929299354553, 0.48122110962867737, -0.4782029688358307, -0.06788505613803864, 0.42710456252098083, -0.7139325141906738, -0.356841117143631, -1.6414967775344849, 0.22220294177532196, 0.12147560715675354, -0.07243632525205612, -1.7794746160507202, 0.370279461145401, 1.2606889009475708, 0.12368252873420715, -1.0120819807052612, 1.0694453716278076, -0.524935245513916, 0.21876570582389832, 0.6146884560585022, -0.6619833707809448, -1.9673795700073242, -0.4425028860569, 0.13258887827396393, -0.5366790890693665, 0.3492620587348938, -0.49003180861473083, 0.27918317914009094, 0.5297011733055115]",904
1719,457,"[-1.1553210020065308, 0.7682350277900696, 0.218528613448143, 0.5074524879455566, 0.5280076861381531, 0.06262515485286713, 0.44224077463150024, 0.7058115601539612, -0.06745778769254684, -0.19680435955524445, 0.5148119926452637, 0.3837335407733917, 0.1094966009259224, 0.10526247322559357, 0.345402330160141, -0.40667155385017395, -0.3651345670223236, 0.9615851044654846, 0.22542694211006165, 0.5394511818885803, 1.0128462314605713, 0.1987377554178238, 0.45767825841903687, 0.13135963678359985, 2.102618455886841, -0.6840354204177856, -0.3709264099597931, -0.29836830496788025, 0.19496232271194458, 0.40170708298683167, 0.7606011629104614, 0.7019268870353699, -0.6588137745857239, -0.4338665008544922, 0.5389163494110107, -0.3856353759765625, 0.17102165520191193, -0.9166250824928284, -0.3011919856071472, -0.46950763463974, 0.5123668313026428, 0.7268216013908386, -0.6718852519989014, -0.23977623879909515, -0.002604515990242362, -0.25870054960250854, -0.9253737330436707, 1.6488714218139648, 0.508346438407898, 0.687305748462677, -0.32818692922592163, -0.40535232424736023, 0.004742275457829237, -0.8832823634147644, -0.08714251220226288, 0.06500156223773956, -1.089910626411438, 0.5394373536109924, 0.19552668929100037, -1.1033201217651367, -0.7016411423683167, -0.081001415848732, -0.35303452610969543, 0.5183067917823792]",3087
1720,426,"[0.7390137910842896, 0.6160798072814941, -0.5142115950584412, 0.7265942096710205, 1.3029601573944092, 0.08636785298585892, 1.2921112775802612, -0.11388739943504333, -0.08574938029050827, 0.43040579557418823, -0.11169596016407013, 0.10300289839506149, -0.5477035641670227, -0.8817384243011475, 0.9697781801223755, 0.7603304386138916, 0.7879030704498291, 1.0109928846359253, 0.821613073348999, 0.04416327178478241, 0.26385530829429626, 0.26511844992637634, -0.07969881594181061, 0.6592977046966553, 0.9495270848274231, 0.14707207679748535, 0.0995241180062294, -0.7134107351303101, -0.45546990633010864, 0.09032975882291794, 0.2661922574043274, 0.42984649538993835, -1.3328163623809814, 0.05507347360253334, 0.043552011251449585, -0.063440702855587, -0.03324681147933006, -0.45842209458351135, 0.5703383088111877, 0.6031955480575562, -0.33313146233558655, 0.596328616142273, -0.9316705465316772, -0.6331392526626587, -0.10818596184253693, -0.6363921165466309, -0.40657734870910645, 0.7977074384689331, 1.5679795742034912, 0.3513472378253937, -0.9623443484306335, -0.8320516347885132, -0.21337515115737915, -0.8716709017753601, 0.5596134662628174, -0.9587052464485168, -1.3229671716690063, -0.27889180183410645, 0.07125601917505264, -0.5731180310249329, 0.5825271606445312, -0.5862593650817871, -0.23212280869483948, 0.7495785355567932]",2261
1721,565,"[-0.04084556922316551, 0.6151108741760254, -0.3248967230319977, 0.643753170967102, 0.6477952003479004, -0.19417233765125275, 0.4499390423297882, 0.2141241729259491, 0.12572313845157623, 0.0017914340132847428, 0.9160020351409912, 1.259800910949707, -0.4792831242084503, -1.102031946182251, 0.45683854818344116, 0.1858615130186081, 0.3000164330005646, 0.49623382091522217, -0.07813390344381332, -0.15826641023159027, 1.1875455379486084, 0.1719035655260086, -0.12219581753015518, -0.4144338369369507, -0.26404982805252075, 0.6888156533241272, 0.026245644316077232, 0.04669782146811485, 0.4013773798942566, 0.17424701154232025, 0.7784357070922852, -0.41942837834358215, -0.221919447183609, -0.2915519177913666, 0.6477029323577881, -0.31504109501838684, 0.10331433266401291, 0.2382514923810959, -0.28233930468559265, -0.1616879105567932, -0.1688874363899231, 0.014141688123345375, -0.43907666206359863, 0.10310431569814682, 0.2127491980791092, 0.42651310563087463, -0.606276273727417, 0.014132230542600155, -0.12117448449134827, -0.20132581889629364, -0.7796564698219299, 1.1393953561782837, 0.08323387056589127, -0.44071462750434875, 0.4776347279548645, -0.5505084991455078, -0.45502784848213196, 0.4032360017299652, 0.17573635280132294, -0.5875668525695801, -0.193990096449852, -0.181524395942688, -1.069445252418518, -0.31438273191452026]",1158
1722,565,"[-0.07167618721723557, 0.597756028175354, -0.32255083322525024, 0.58367919921875, 0.5381842255592346, -0.1940152496099472, 0.5299621224403381, 0.24598531424999237, 0.20522986352443695, 0.09057047218084335, 0.9976854920387268, 1.3992738723754883, -0.48420214653015137, -0.9944010376930237, 0.4021367132663727, 0.22707496583461761, 0.37641870975494385, 0.5082524418830872, -0.07218202203512192, -0.24553343653678894, 1.154075264930725, 0.07225974649190903, -0.11931551247835159, -0.38484877347946167, -0.20757676661014557, 0.7523636221885681, -0.11563599109649658, -0.09319590032100677, 0.27775758504867554, 0.15382343530654907, 0.7862899303436279, -0.40792182087898254, -0.06933524459600449, -0.27792471647262573, 0.5363625288009644, -0.2782418131828308, 0.09779597818851471, 0.22624045610427856, -0.24776104092597961, -0.01251702569425106, -0.1597815603017807, 0.0018879161216318607, -0.4606289863586426, 0.163188174366951, 0.36437490582466125, 0.34978505969047546, -0.5347070097923279, 0.0683031976222992, -0.21950452029705048, -0.07324837148189545, -0.8109892010688782, 0.9817128777503967, 0.014833786524832249, -0.42751002311706543, 0.6184665560722351, -0.5292701125144958, -0.34893250465393066, 0.5442053079605103, 0.305286169052124, -0.5737736821174622, -0.22336016595363617, 0.03057738021016121, -1.068505048751831, -0.4785197079181671]",169
1723,272,"[-1.2766188383102417, 0.5835747122764587, -0.4454801082611084, -0.6611884832382202, -0.34503549337387085, 1.038838505744934, -0.3366031050682068, -0.6344097852706909, 0.8492531776428223, -0.5929542183876038, 0.3614042401313782, -0.11837272346019745, -0.2852659821510315, -1.4183324575424194, -0.08339258283376694, 0.6641060709953308, -0.4194992780685425, -0.18421024084091187, 0.5084661841392517, -0.1871417611837387, 2.006830930709839, -0.5319706201553345, 0.4505036175251007, -0.5218150019645691, 0.1287369281053543, 1.1262891292572021, 0.456802636384964, -0.8595471978187561, 1.0769351720809937, 0.6761975884437561, 0.5493584871292114, -1.2070008516311646, -0.19316774606704712, -0.12676966190338135, 1.106047511100769, 0.7637427449226379, -0.0966205894947052, 1.3178006410598755, -0.3418329358100891, 0.19186745584011078, 0.22531037032604218, -0.48481521010398865, -0.08440632373094559, -0.5437072515487671, 1.0957125425338745, 0.9561366438865662, -0.11839331686496735, 0.9784654974937439, -0.3506943881511688, -0.398868203163147, -0.36897212266921997, 1.0631353855133057, 0.6030163168907166, -0.1550779938697815, 1.2340463399887085, 0.36465245485305786, 0.7126513719558716, 0.16427449882030487, -0.25849688053131104, -0.34895217418670654, -0.7662401795387268, -0.18442928791046143, -0.46618708968162537, -0.01067843846976757]",1056
1724,365,"[-0.2299073189496994, -0.8576915860176086, -0.07333046197891235, 0.5179242491722107, 0.45133545994758606, -0.28830385208129883, -0.09213907271623611, -0.18970511853694916, 0.20531035959720612, 0.02610856480896473, -0.13779115676879883, 0.778781533241272, -0.21700245141983032, -0.4138631224632263, 0.523781955242157, -0.37353312969207764, 0.33683446049690247, -0.20352379977703094, 0.1886933296918869, -0.12661537528038025, 0.8318976759910583, 0.41381025314331055, 0.14788176119327545, 0.03279339522123337, -0.26871418952941895, 0.12683585286140442, -0.10780641436576843, -0.21272534132003784, 0.39653143286705017, -0.07820826768875122, 0.857755184173584, 0.4033762514591217, -0.20733441412448883, 0.1823165863752365, 0.7028740644454956, -0.37542277574539185, 0.3519178330898285, 0.30300527811050415, 0.1431758850812912, -0.04999930411577225, -0.31867438554763794, 0.38555413484573364, -0.3901474177837372, 0.00017356568423565477, -0.12382643669843674, 0.1754574328660965, -0.2511858344078064, 0.4215444028377533, 0.5805255174636841, 0.10334046185016632, -0.40990832448005676, -0.7374253869056702, 0.03728080913424492, -0.21784722805023193, 0.5118606090545654, -0.16079679131507874, -0.8410111665725708, 0.1020505353808403, 0.4493950605392456, -0.38561323285102844, -0.002173454500734806, -0.12352005392313004, -0.5435996651649475, 0.23377625644207]",1679
1725,475,"[-0.36570242047309875, 0.3847610354423523, -0.5310232043266296, 0.1099870353937149, 1.0773054361343384, 0.2778339087963104, 0.6114984154701233, 0.026591289788484573, -1.1276947259902954, -0.10217482596635818, 1.122127890586853, 0.36801838874816895, -0.029570801183581352, -1.1858575344085693, 1.146082878112793, 1.1551110744476318, 0.9831247329711914, 0.4722001254558563, 0.05261585861444473, -0.4991968274116516, 0.6393499970436096, -0.7930159568786621, 0.6560723781585693, 0.4099920094013214, 1.1415942907333374, -0.20028464496135712, 0.08965367823839188, -0.1323419213294983, -0.9161571264266968, -0.2333166003227234, 0.35289254784584045, -0.4669690728187561, -0.2583533525466919, -0.3869996666908264, 0.6183920502662659, 0.5146615505218506, -0.39954331517219543, 0.2818334102630615, 0.14237020909786224, -0.38765379786491394, 0.3152579069137573, 0.04791386425495148, 0.17915759980678558, 0.2725089192390442, 0.13294239342212677, 0.24535220861434937, 0.31410813331604004, -0.050552502274513245, -0.5179499387741089, 0.29936909675598145, -0.6713117957115173, -0.3480660021305084, 0.838750958442688, 0.14266005158424377, 0.5978172421455383, 1.327549934387207, -0.3138391971588135, 0.22757716476917267, -0.4074653387069702, -0.5990226864814758, 0.7467435598373413, -1.1309138536453247, -0.3410249948501587, 0.44481998682022095]",3516
1726,181,"[0.1606243997812271, -0.012522710487246513, -0.15886755287647247, 0.3008176386356354, 1.5384553670883179, -1.115001916885376, 0.7110058069229126, 0.8445238471031189, -0.1414595991373062, 0.36361050605773926, 0.619316577911377, 0.3459233045578003, 0.004455998074263334, -2.0016839504241943, 1.075333595275879, 0.7115766406059265, 0.448477566242218, 0.2755729854106903, -0.7458925247192383, -0.3963000476360321, -0.5744138956069946, 0.9227948188781738, 0.7936463356018066, 0.40531328320503235, 1.0425578355789185, 0.8425796031951904, -0.5368179678916931, -0.5878400802612305, -0.5385087132453918, 1.0845608711242676, 1.3585963249206543, 1.240013837814331, -0.39224252104759216, -0.4453153610229492, 0.8825000524520874, 0.30742865800857544, 1.1702994108200073, 1.0948920249938965, -1.253957986831665, 0.32319703698158264, -0.5277256369590759, -0.36995750665664673, 0.05892614647746086, -1.078420639038086, -0.39714834094047546, -1.003242015838623, 0.26940596103668213, 0.2517251968383789, -0.872538149356842, -0.32124006748199463, -0.6799633502960205, -0.49745112657546997, -0.45705169439315796, -1.619601845741272, 1.5269289016723633, -0.35400205850601196, -0.4993722140789032, 0.7769871950149536, -0.10175040364265442, -0.8721072673797607, 0.7953312397003174, -1.1937878131866455, -1.6149810552597046, -0.06419883668422699]",1983
1727,181,"[0.13487990200519562, 0.0002928506291937083, -0.22296495735645294, 0.35959964990615845, 1.5987330675125122, -0.9929372668266296, 0.6070831418037415, 0.8572397828102112, -0.10130880773067474, 0.4385107755661011, 0.6674216389656067, 0.3127386271953583, 0.05130639299750328, -2.0259764194488525, 1.0323843955993652, 0.8078380823135376, 0.5910301804542542, 0.31052514910697937, -0.9116732478141785, -0.2775818705558777, -0.6342423558235168, 0.8691331744194031, 0.7919230461120605, 0.27696967124938965, 1.1262012720108032, 0.8529680371284485, -0.3186165690422058, -0.6820173263549805, -0.4160439670085907, 1.113293170928955, 1.4158601760864258, 1.220737338066101, -0.3997448980808258, -0.3616572618484497, 0.910899817943573, 0.21522308886051178, 1.1092615127563477, 0.8373405933380127, -1.338911533355713, 0.2976764440536499, -0.6172865629196167, -0.2863580882549286, 0.06671157479286194, -1.029767394065857, -0.3134356141090393, -0.900704562664032, 0.37985798716545105, 0.2869180142879486, -0.8867797255516052, -0.2317577302455902, -0.5936698317527771, -0.6099566221237183, -0.36176517605781555, -1.705324411392212, 1.5078543424606323, -0.26444119215011597, -0.6339413523674011, 0.7691555619239807, -0.13048572838306427, -0.8970124125480652, 0.7951378226280212, -1.2281001806259155, -1.4955508708953857, -0.09073211252689362]",160
1728,181,"[0.09792240709066391, -0.027326544746756554, -0.16831225156784058, 0.3317802846431732, 1.529497504234314, -0.9455359578132629, 0.7577568888664246, 0.8428052067756653, -0.1725045144557953, 0.41296860575675964, 0.6753128170967102, 0.3426345884799957, 0.0018961593741551042, -1.9761523008346558, 1.0275312662124634, 0.7948845028877258, 0.4616096317768097, 0.18909455835819244, -0.8742714524269104, -0.21215912699699402, -0.5619898438453674, 0.7981904745101929, 0.8224834203720093, 0.31336989998817444, 1.1462987661361694, 0.9299951791763306, -0.3508525788784027, -0.64559006690979, -0.5136411190032959, 1.0678755044937134, 1.2893180847167969, 1.1102756261825562, -0.35371601581573486, -0.5542361736297607, 0.8770065307617188, 0.28880923986434937, 1.0297856330871582, 0.9579168558120728, -1.2847955226898193, 0.3245466947555542, -0.4674516022205353, -0.33436474204063416, 0.14038749039173126, -1.0050487518310547, -0.3620719015598297, -0.9538091421127319, 0.32426783442497253, 0.12847116589546204, -0.8643644452095032, -0.35884276032447815, -0.6228540539741516, -0.5904443860054016, -0.39062562584877014, -1.7218573093414307, 1.4914047718048096, -0.19725313782691956, -0.6050631999969482, 0.7647093534469604, -0.10795947909355164, -0.9618862867355347, 0.7714219689369202, -1.22653067111969, -1.4334087371826172, -0.12024068087339401]",194
1729,495,"[0.15116317570209503, 0.21101871132850647, 0.010183663107454777, 0.05215812101960182, 0.21202413737773895, -0.234108105301857, -0.15539193153381348, -0.21407470107078552, -0.20085026323795319, 0.14048224687576294, 0.09135425090789795, 0.27828875184059143, -0.2709381580352783, -0.5114446878433228, -0.11566268652677536, -0.14650048315525055, -0.011316253803670406, -0.253022164106369, -0.18827417492866516, 0.23673652112483978, 0.2986451983451843, -0.03351999446749687, 0.06421943753957748, 0.4385881721973419, 0.23815155029296875, -0.007905110716819763, -0.36595991253852844, -0.16887210309505463, -0.20253679156303406, 0.5141342282295227, 0.30432388186454773, 0.12147844582796097, -0.5459571480751038, 0.03556615859270096, 0.3789956569671631, 0.2527318298816681, 0.46012014150619507, 0.20609556138515472, -0.22819651663303375, 0.08550412207841873, 0.08050232380628586, 0.3297647535800934, 0.33959007263183594, -0.12915316224098206, 0.018177347257733345, -0.25994178652763367, -0.5221333503723145, 0.008502275682985783, -0.06659600883722305, -0.05577772483229637, -0.13770797848701477, 0.18333633244037628, 0.10587739199399948, -0.32743093371391296, 0.3708106577396393, -0.20461641252040863, -0.35324451327323914, 0.1540580540895462, 0.3049030005931854, 0.09872277826070786, 0.09106026589870453, -0.011844463646411896, -0.4153697192668915, 0.0040764352306723595]",1926
1730,318,"[0.523597002029419, -0.6968705654144287, -1.3549010753631592, 0.16762080788612366, -0.03517596796154976, -2.004493474960327, -0.2958962023258209, -0.5622637271881104, 0.37291276454925537, 0.3767182528972626, 0.5009405016899109, 0.4250960052013397, 0.09754357486963272, -2.188089370727539, 0.7851696014404297, 0.00435987114906311, 0.9643032550811768, -1.179639458656311, 0.42781782150268555, -1.5638469457626343, 1.2634397745132446, 0.764897882938385, -1.3283878564834595, 0.02948506735265255, 0.8837485313415527, 0.21586568653583527, -1.957373023033142, -0.5161463618278503, 0.41374003887176514, 0.8280006051063538, -0.712030291557312, 0.4739271402359009, 0.5241491198539734, 0.1436130702495575, 0.4424372613430023, 0.29476287961006165, 1.4542667865753174, 1.0616697072982788, -0.11624304205179214, -1.1046847105026245, 0.6753488779067993, -1.5820733308792114, -1.7325361967086792, 0.19162088632583618, 0.16996361315250397, -0.33983081579208374, -1.2722843885421753, -0.08324577659368515, 0.5006534457206726, 0.9739515781402588, 0.28376051783561707, 1.9039570093154907, 1.1723673343658447, 0.6462856531143188, -0.48879292607307434, -0.22290083765983582, 0.432081401348114, 0.4561008810997009, 1.0935505628585815, -0.13648727536201477, 0.7668024301528931, -0.7682203650474548, 0.1050812155008316, 1.1451501846313477]",1844
1731,624,"[-0.1399393081665039, 0.22071421146392822, -0.5732941031455994, -0.2597064673900604, 0.6047875881195068, -0.13740941882133484, -0.1553652286529541, -0.019610147923231125, -0.13237734138965607, -0.09264498949050903, 0.4224839210510254, 0.19714154303073883, -0.13773523271083832, -0.8617405891418457, 0.136955127120018, 0.11168086528778076, 0.03291863203048706, 0.1322610229253769, -0.304495632648468, -0.2604690492153168, 0.44288116693496704, -0.19564013183116913, 0.5970681309700012, -0.1976596862077713, 0.22979366779327393, -0.298435240983963, -0.2871374785900116, -0.1964825689792633, 0.10044989734888077, 0.4763832688331604, 0.5765364170074463, 0.10319118946790695, -0.6612060070037842, -0.236330047249794, 0.0693821907043457, -0.0741080567240715, 0.22194986045360565, 0.2836023271083832, -0.05185181647539139, 0.3212619423866272, -0.07403842359781265, -0.004639070946723223, 0.02499683015048504, -0.12582074105739594, -0.06469427049160004, -0.15065211057662964, -0.32946857810020447, 0.2443876713514328, 0.08332963287830353, 0.09508127719163895, 0.030417265370488167, 0.050613559782505035, 0.4809551537036896, -0.042128901928663254, 0.3695865273475647, 0.17850591242313385, -0.4586242139339447, 0.09028811007738113, 0.4319436252117157, -0.3249109983444214, -0.013850408606231213, -0.5078687071800232, -0.34050801396369934, -0.14362336695194244]",470
1732,624,"[-0.16334256529808044, 0.1530858874320984, -0.6587440371513367, -0.18514332175254822, 0.5091004967689514, -0.17393337190151215, -0.20244526863098145, 0.020962290465831757, -0.10215426981449127, 0.028454143553972244, 0.4648415148258209, 0.2009059637784958, -0.18817965686321259, -0.7131382822990417, 0.1745137721300125, 0.08168082684278488, 0.04995996132493019, 0.19832587242126465, -0.284055233001709, -0.15739363431930542, 0.4110786020755768, -0.2752092182636261, 0.49887776374816895, -0.21621102094650269, 0.19199323654174805, -0.3576538860797882, -0.35380083322525024, -0.2123459130525589, 0.2611793279647827, 0.37090182304382324, 0.47191113233566284, 0.012818986549973488, -0.6170355081558228, -0.3381332755088806, 0.13046754896640778, -0.18642789125442505, 0.17447541654109955, 0.39740633964538574, 0.07757072150707245, 0.35405176877975464, -0.05970441550016403, -0.015403990633785725, -0.01948395185172558, -0.13690249621868134, -0.052539754658937454, -0.12264303117990494, -0.510309100151062, 0.25164711475372314, 0.10850374400615692, 0.206290602684021, 0.04415903985500336, -0.029733384028077126, 0.4833758473396301, -0.05435369536280632, 0.43951016664505005, 0.13515356183052063, -0.5132352709770203, 0.14547793567180634, 0.39785921573638916, -0.2347526103258133, 0.03223968297243118, -0.4873008728027344, -0.4332933723926544, -0.1682182252407074]",27
