,condition,card2vec,drugName
507,399,"[0.3619585335254669, 0.22103439271450043, -0.6795949339866638, 0.5900806188583374, 0.20114625990390778, 0.1682177037000656, -0.45362868905067444, -0.060925956815481186, -0.0054015819914639, 0.2555338740348816, 0.22644080221652985, -0.0032443488016724586, -0.18777622282505035, -0.5388714671134949, -0.042723149061203, -0.02054000273346901, -0.09824201464653015, 0.5064678192138672, -0.37848910689353943, 0.34546220302581787, 0.770386815071106, -0.057179346680641174, 0.05421517789363861, 0.28999701142311096, -0.0193928312510252, -0.5074136853218079, -0.12990881502628326, -0.34726959466934204, -0.08958540111780167, -0.14639337360858917, 0.1641232818365097, -0.2175929993391037, -0.49781161546707153, 0.13992856442928314, 0.40683409571647644, 0.30586114525794983, 0.31887415051460266, 0.7767618894577026, -0.1452971249818802, 0.30311959981918335, -0.0970015898346901, 0.35680091381073, -0.230879008769989, -0.25547417998313904, -0.6406704783439636, 0.05531785264611244, -0.7958387732505798, 0.2609086334705353, 0.10078714787960052, 0.18343505263328552, -0.24957603216171265, -0.36528947949409485, 0.025345774367451668, -0.12302301824092865, 0.35652396082878113, 0.17746557295322418, -0.6605612635612488, 0.13731485605239868, 0.63890540599823, -0.1398322880268097, 0.08657445758581161, 0.09377146512269974, -0.4327843189239502, 0.3177380859851837]",2080
508,131,"[-0.1653112918138504, -0.18495380878448486, -0.24008385837078094, -0.031328145414590836, 1.0690089464187622, -0.23572945594787598, -0.017151957377791405, -0.7003204226493835, -0.5130844116210938, 0.2629897892475128, 0.8112737536430359, 0.5824323296546936, -0.8129168152809143, -0.5644351243972778, -0.23108233511447906, 0.13090384006500244, 0.8343126773834229, 0.27014845609664917, 0.7632727026939392, -0.05414986610412598, 0.9552121758460999, -0.40211212635040283, -0.34873640537261963, 0.373244047164917, 1.2854299545288086, 0.23359836637973785, 0.12130896002054214, -0.19207070767879486, -0.22095422446727753, -0.019661594182252884, 0.47879016399383545, -0.5427176356315613, -0.9076228737831116, -0.18542182445526123, 0.6249306797981262, 0.4369752109050751, 0.22761806845664978, 0.20594851672649384, -0.6810510158538818, 0.24484407901763916, 0.34980300068855286, -0.01855936460196972, 0.03130106255412102, -0.3939395844936371, 0.07503881305456161, -0.4313332438468933, -0.9838030338287354, 1.0709447860717773, 0.08360620588064194, 0.8261950612068176, -0.3618595600128174, -0.11604270339012146, 0.1695147007703781, -0.640394389629364, 0.6633005738258362, 0.9169036746025085, 0.10710366815328598, 0.05789530277252197, 1.226385474205017, 0.608947217464447, -0.40905916690826416, -0.6982764601707458, -0.43691128492355347, 0.05857735127210617]",879
509,673,"[-1.3438045978546143, 1.1752976179122925, -0.8578461408615112, 0.21320554614067078, -0.09784045070409775, 0.10662543773651123, 0.12982423603534698, -0.39095962047576904, -0.9050580859184265, 0.09954170882701874, 0.244644433259964, 1.3981988430023193, -0.44567573070526123, -0.5777589082717896, 0.8703022599220276, 0.20267266035079956, 0.7092733383178711, -0.355950266122818, -0.5342568159103394, -0.1829635202884674, 0.6264362335205078, -0.5073221921920776, 0.9777002930641174, -0.868644654750824, 0.1881507784128189, -0.5139601230621338, 0.11141122877597809, -0.701711893081665, -0.9177513718605042, -0.7883166670799255, 0.5615646839141846, 0.2937203645706177, -0.5417698621749878, -0.018665585666894913, -0.8262327909469604, -0.3376609981060028, -0.2886565327644348, 0.8713390827178955, -0.1465226113796234, -0.07195780426263809, -1.9859505891799927, 0.5061144232749939, 0.6879147291183472, -0.23944120109081268, -0.6719518303871155, -0.5824169516563416, -0.06426139920949936, -0.2558319866657257, -0.051821429282426834, -0.9880905151367188, -1.1432031393051147, 0.08038432151079178, 0.7208347916603088, -1.714152216911316, 0.5903510451316833, 0.07544057816267014, -0.5870582461357117, 0.3605803847312927, -0.4398544430732727, -0.8096210360527039, 1.243891716003418, 0.4560810327529907, -0.3970162868499756, 0.21845248341560364]",861
510,272,"[0.23662376403808594, 0.6261110305786133, -0.44982343912124634, 0.07530852407217026, -0.005414554383605719, -0.2575485408306122, 0.5480482578277588, -0.3159851133823395, -0.2523591220378876, -0.3436138331890106, 0.029418397694826126, -0.16243445873260498, -0.5111801624298096, -1.004960298538208, -0.34816309809684753, -0.006017258390784264, 0.5243782997131348, -0.7208049893379211, -0.1970876157283783, 0.05864321440458298, 0.8616381287574768, -0.060475222766399384, -0.3132491111755371, -0.12243318557739258, 0.8030869960784912, 0.19698436558246613, -0.4916176497936249, -0.2508470416069031, -0.8240298628807068, 0.10631833970546722, -0.42976516485214233, -0.3905964493751526, -0.5729179978370667, 0.13130205869674683, 0.16554361581802368, 0.45250868797302246, -0.10880717635154724, -0.037862733006477356, -0.575171947479248, -0.3882156312465668, -0.43877625465393066, 0.5525635480880737, -0.4175187647342682, -0.515837550163269, 0.1360575407743454, -0.18691296875476837, -0.7281822562217712, 1.0286142826080322, 0.4364708364009857, -0.40760496258735657, 0.07472092658281326, -0.19145651161670685, -0.6982006430625916, 0.5644634366035461, -0.6582544445991516, -0.4379641115665436, -0.508554220199585, 0.5269436240196228, 0.4507647752761841, -0.007111506536602974, -0.3277234435081482, 0.1279565393924713, -1.0763463973999023, 0.49524179100990295]",1865
511,457,"[-0.024683628231287003, 0.6013702750205994, 0.47466719150543213, 0.221003919839859, 0.5984234809875488, -0.0910918340086937, 0.46904581785202026, -0.7254202365875244, 0.4402901530265808, 0.003555340226739645, 0.40583133697509766, 0.5463720560073853, -0.17756760120391846, -0.5281442403793335, -0.23822392523288727, -0.4557308256626129, 0.03088613972067833, 0.3054313063621521, -0.7356976866722107, -0.11569281667470932, 0.12899404764175415, -0.08579497039318085, -0.37572383880615234, 0.083970807492733, 0.682813286781311, 0.12136044353246689, -0.7744727730751038, -0.44771265983581543, 0.18519331514835358, 0.9887632131576538, 0.8977198600769043, 0.11056531220674515, -0.9578337669372559, 0.3589318096637726, 0.36287039518356323, -0.23191861808300018, -0.16697284579277039, 0.10184110701084137, -0.4289413392543793, 0.0032539984676986933, 0.5010741353034973, 0.6258803009986877, -0.6274092197418213, -0.3186178207397461, 0.563101589679718, 0.4249587953090668, -0.8323312401771545, 0.4323808252811432, 0.8439540863037109, 0.36647772789001465, 0.6068231463432312, -0.4739418029785156, 0.1917092502117157, -0.3176409602165222, 0.059191975742578506, -0.012703451327979565, -0.3433269262313843, 0.3485041558742523, 0.5943787097930908, 0.24885374307632446, -0.5724180936813354, -0.12519122660160065, -0.3460437059402466, 0.05660165846347809]",2700
512,173,"[0.3264181613922119, 0.1130262017250061, -0.8890113830566406, -0.08494704216718674, 0.10242466628551483, 0.8435807824134827, -1.0151786804199219, 0.8740910291671753, -0.09933590143918991, 0.6200644373893738, 0.856095016002655, 0.2756301760673523, -0.9641224145889282, 0.013543782755732536, -0.14760610461235046, 0.1978129744529724, 0.12066543847322464, -0.16938301920890808, -0.27746909856796265, 0.9569987654685974, 0.21331851184368134, -0.9910444021224976, -0.24925945699214935, 0.20596450567245483, 1.2895557880401611, -0.47706112265586853, -1.0175317525863647, 0.49207812547683716, -0.03363393619656563, 0.5227125287055969, 0.39515241980552673, 1.0004991292953491, -0.3422982394695282, 0.8942762017250061, -0.04637591168284416, -0.16414061188697815, 0.0800602063536644, 1.7181135416030884, -0.04685165733098984, -0.05363539606332779, -0.1155361533164978, -0.5461378693580627, 0.24241679906845093, 0.0873187705874443, 0.07267941534519196, 0.31042152643203735, -0.7727839350700378, -1.1122783422470093, 0.6574151515960693, -0.3576015830039978, 0.323395311832428, -0.16661155223846436, 0.8235238790512085, 0.8400858044624329, 0.8378126621246338, 0.6899334788322449, -0.8894871473312378, 0.5670161843299866, 0.6185064315795898, -0.538110613822937, 0.3167412579059601, -0.4168180227279663, -0.844890296459198, -0.2881932258605957]",1312
513,173,"[0.37015432119369507, 0.04763868823647499, -0.9463413953781128, -0.13590872287750244, 0.03890928626060486, 0.9336979389190674, -1.0958188772201538, 0.9762105345726013, -0.010721975937485695, 0.5611541867256165, 0.8755245804786682, 0.1608927994966507, -0.9090694189071655, 0.007512050215154886, -0.13629096746444702, 0.16131605207920074, 0.13538426160812378, -0.053943924605846405, -0.26099449396133423, 1.0124059915542603, 0.12321902066469193, -1.1091465950012207, -0.26872962713241577, 0.1487620323896408, 1.3408293724060059, -0.6358490586280823, -1.0855940580368042, 0.5255424976348877, 0.02381978929042816, 0.6041310429573059, 0.30625611543655396, 0.9962239265441895, -0.2732452154159546, 0.7906902432441711, -0.056319065392017365, -0.11264728754758835, -0.02521735243499279, 1.7444169521331787, 0.07261868566274643, -0.06439443677663803, -0.04886806756258011, -0.5608593821525574, 0.1522436887025833, 0.1622847616672516, 0.06555686891078949, 0.27863746881484985, -0.9163033962249756, -1.1732561588287354, 0.685448408126831, -0.41901567578315735, 0.2744261920452118, -0.2733221650123596, 0.8132326602935791, 0.7801962494850159, 0.6904740333557129, 0.6803174018859863, -0.7933998703956604, 0.5428274869918823, 0.743564784526825, -0.6040701270103455, 0.4611016511917114, -0.4073180854320526, -0.7557094097137451, -0.3059541583061218]",130
514,151,"[0.3665420711040497, 0.014934401027858257, -0.9226655960083008, 0.5515713095664978, 0.6427996158599854, 0.3830898106098175, -0.24604091048240662, 0.40820279717445374, -0.10298977047204971, 0.9019653797149658, -0.2883214056491852, -0.32017695903778076, -0.5345348715782166, -0.41197964549064636, 0.16931234300136566, -0.23534610867500305, -0.7216737270355225, 0.36575570702552795, -0.10370631515979767, 1.0516211986541748, 0.8871243596076965, -0.14698579907417297, -0.4314001202583313, -0.8163219094276428, 0.6079599857330322, -0.4438418447971344, -0.694165825843811, -0.11015850305557251, -0.7842854261398315, 0.8402592539787292, -0.13207614421844482, 0.8063581585884094, -1.369459629058838, -0.48492783308029175, -0.5082526803016663, 0.7050245404243469, 0.7734066247940063, 0.029736613854765892, 0.17092902958393097, 0.4417463541030884, -0.38548052310943604, -0.9264827370643616, 0.18579140305519104, 0.16841556131839752, -0.23051509261131287, -0.05185097083449364, -1.6304851770401, -0.5860176086425781, 0.8084610104560852, -0.08324893563985825, -0.12367967516183853, -0.38248103857040405, -0.259827584028244, 0.5969037413597107, 0.12327612191438675, 0.4291333556175232, -0.6840200424194336, -0.13889238238334656, 0.5897048711776733, -0.814877450466156, -0.08043304085731506, -0.5123752355575562, -0.6903330087661743, -0.15373562276363373]",450
515,238,"[0.3453259766101837, 0.26234742999076843, -0.3847469389438629, 0.1548459380865097, 0.6698153018951416, -0.38416776061058044, 0.48251259326934814, 0.6061465740203857, 0.4361129701137543, -0.19603434205055237, 0.8266782164573669, 0.3288304805755615, 0.1783944070339203, -0.8655246496200562, 0.06748615205287933, 0.7654135823249817, 1.3101023435592651, 0.3266303539276123, 0.14634457230567932, -0.990587055683136, -0.47427722811698914, 0.7804107069969177, 1.1807007789611816, -0.2522412836551666, -0.17328475415706635, 0.8844044208526611, -0.14328749477863312, -0.6915848851203918, 1.591324806213379, -0.5852565765380859, -0.3039427399635315, 0.836563766002655, -0.21157623827457428, -0.9875333309173584, 0.33865323662757874, -0.5720357298851013, 1.9795926809310913, 1.3499057292938232, 0.3697819113731384, 2.157346248626709, 1.095688819885254, 0.46787628531455994, 1.1961076259613037, -0.21702635288238525, -0.03415966406464577, 0.15153054893016815, -0.3434678912162781, 0.7070181965827942, 0.023206695914268494, 0.3656366765499115, -0.8388872742652893, 0.3084903955459595, 0.9043036699295044, -0.2657186686992645, 0.33020997047424316, 0.39525943994522095, -0.18305982649326324, 0.8514335751533508, 0.04089900851249695, -1.2105838060379028, 0.4729783236980438, -1.1634949445724487, -1.2194486856460571, 0.24940365552902222]",1174
516,173,"[0.08491367101669312, -0.48426976799964905, -0.586871325969696, -0.17148925364017487, 0.4306499660015106, 0.6875610947608948, 0.1395074874162674, 0.011359299533069134, 0.22494389116764069, 0.4711388647556305, 0.4851711690425873, 0.1834108829498291, 0.2508992552757263, -0.4704010784626007, -0.0364903062582016, 0.12926965951919556, 0.4657561182975769, 0.35717907547950745, 0.04791034758090973, 0.3536859452724457, -0.29253843426704407, -0.14112603664398193, 0.1549602895975113, 0.32436200976371765, -0.36881837248802185, -0.20093883574008942, 0.03437894955277443, 0.14565593004226685, 0.23950925469398499, 0.9608490467071533, -0.31523287296295166, -0.05946313589811325, 0.11931978166103363, 0.5863285660743713, 0.0780029147863388, -0.17102636396884918, 0.060656189918518066, 0.894485354423523, 0.17284327745437622, 0.41519486904144287, 0.21207043528556824, 0.010637886822223663, -0.04854048416018486, 0.24189230799674988, -0.674477756023407, 0.344580739736557, -1.2608766555786133, -0.2362317442893982, -0.03898972272872925, -0.2467324137687683, -0.35168829560279846, 0.05370977520942688, 0.34093964099884033, -0.3988679349422455, -0.006977513898164034, -0.000789384706877172, 0.03071901760995388, 0.3804425895214081, 0.5263727903366089, -0.09760961681604385, 0.6123518347740173, 0.18916016817092896, -0.5071079134941101, 0.4124751389026642]",1668
517,617,"[0.06684737652540207, 0.3194532096385956, -0.5431209206581116, 0.36630910634994507, 1.0788838863372803, -0.34757810831069946, 0.16857275366783142, -0.3142441213130951, -0.20307786762714386, -0.2838045358657837, 0.3008526861667633, 0.12795168161392212, -0.6308454871177673, -0.7854711413383484, 0.7184332609176636, 0.4837724268436432, 0.4907562732696533, 0.22529177367687225, -0.27386361360549927, 0.37859803438186646, 0.3948972821235657, -0.5149068832397461, 0.38564905524253845, -0.1893872171640396, -0.5980715751647949, 0.7388406991958618, -0.6294561624526978, -0.5189933180809021, -0.35813093185424805, -0.09710460156202316, 0.4257670044898987, 0.11889860033988953, -0.3619031012058258, -0.7209681272506714, 0.2924865484237671, 0.023807942867279053, -0.20919650793075562, 0.7540318965911865, -0.17277072370052338, -0.042887166142463684, 0.35617130994796753, 0.5962963104248047, 0.4790349304676056, -0.3105933666229248, -0.3159138858318329, -0.038473647087812424, 0.07577766478061676, 0.1337127685546875, -0.3575493395328522, 0.17411167919635773, -0.10865411907434464, -0.8735414147377014, -0.08786322921514511, 0.08404295891523361, 0.692081093788147, 0.44094401597976685, -0.3768710196018219, 0.2783520519733429, -0.46300163865089417, -0.1574867069721222, 0.4736216068267822, -0.16006533801555634, -0.0815405547618866, 0.05735353007912636]",850
518,220,"[-0.44775867462158203, -1.0446181297302246, -0.3401722311973572, 0.46531447768211365, 0.5655895471572876, -0.47497230768203735, -0.033682677894830704, -0.24106915295124054, 0.01603596843779087, 0.004131090361624956, -0.2904093265533447, 0.25416475534439087, -0.7465589642524719, -0.5815215110778809, -0.32388368248939514, 0.11989486217498779, 0.07190123945474625, 0.09410605579614639, 0.09237368404865265, -0.3060028553009033, 0.8310045599937439, 0.08434983342885971, 0.0025072807911783457, -0.09452322125434875, -0.13473200798034668, -0.2960509657859802, -0.24485740065574646, 0.08457516133785248, -0.032004017382860184, 0.05081849545240402, 0.740987241268158, 0.31676071882247925, -0.6010704040527344, 0.16580940783023834, -0.12710990011692047, -0.14033779501914978, 0.08862891048192978, 0.268756628036499, -0.6687896251678467, -0.15612980723381042, -0.35611745715141296, 0.3479633629322052, 0.15275435149669647, 0.013159827329218388, -0.4487813115119934, -0.22264261543750763, -0.14551103115081787, 0.8069886565208435, 0.01053771935403347, 0.08770417422056198, -0.44988125562667847, -0.26775187253952026, 0.378667414188385, -0.380547434091568, -0.015478420071303844, 0.4260273277759552, -0.7548686265945435, 0.3178667724132538, 0.8593553900718689, -0.032614026218652725, 0.35214847326278687, -0.6504393815994263, -0.3843003213405609, 0.5863473415374756]",1178
519,850,"[0.08477609604597092, 0.22670891880989075, 0.04558780416846275, 0.14324301481246948, 0.21898479759693146, -0.3210442066192627, -0.44185033440589905, -0.16568565368652344, -0.24882358312606812, -0.046057604253292084, -0.02793063595890999, 0.4414081275463104, -0.19462570548057556, -0.8938555121421814, -0.09280380606651306, 0.012843567878007889, 0.19426275789737701, -0.08663906157016754, 0.03275800868868828, -0.40138891339302063, 0.3460378646850586, -0.2238265424966812, -0.043238040059804916, -0.5087761878967285, 0.47616398334503174, 0.07858780771493912, -0.674730658531189, 0.22248174250125885, 0.18788336217403412, 0.3206027150154114, 0.2948801517486572, 0.4879170060157776, -0.05606112629175186, -0.04517881199717522, 0.3522632122039795, 0.5394875407218933, 0.4901822805404663, 0.0077606067061424255, -0.43146151304244995, 0.06669311225414276, -0.024378111585974693, -0.03517128527164459, 0.23348189890384674, -0.1544857919216156, -0.16518941521644592, -0.599539041519165, -0.44662386178970337, -0.04840525984764099, 0.31406599283218384, 0.12408960610628128, -0.03290022537112236, 0.13842155039310455, 0.4636920392513275, -0.06679251044988632, 0.5854377150535583, 0.08781963586807251, -0.456492155790329, -0.5460941195487976, 0.19663555920124054, -0.44996175169944763, -0.3461630642414093, -0.6832712888717651, -0.6462746262550354, -0.312222957611084]",551
520,773,"[0.24687804281711578, 0.08878554403781891, -0.06608423590660095, 0.19523631036281586, 0.28567948937416077, 0.04348869249224663, 0.12892134487628937, 0.04360438883304596, -0.3407800793647766, -0.28220441937446594, 0.06215891242027283, 0.33439287543296814, -0.4531587064266205, -0.327923059463501, 0.3621266782283783, -0.1438852697610855, 0.09076835960149765, 0.13236959278583527, -0.0457720048725605, 0.1481558382511139, 0.3896273970603943, -0.04395430535078049, -0.060544662177562714, 0.03016485646367073, 0.37175312638282776, -0.07369545847177505, -0.5511420369148254, 0.46035075187683105, -0.1192096695303917, 0.13955536484718323, 0.13561032712459564, 0.36086663603782654, -0.4520761966705322, 0.11373425275087357, 0.11278122663497925, -0.03683015704154968, 0.31835487484931946, 0.1253613382577896, -0.008308064192533493, 0.02503165602684021, -0.40788769721984863, 0.2044750154018402, -0.3282667100429535, 0.07059084624052048, 0.15311448276042938, -0.014707589522004128, -0.21651910245418549, -0.09766454994678497, 0.3982461988925934, 0.09217677265405655, -0.3717907965183258, -0.38929274678230286, -0.03378457948565483, 0.13357855379581451, 0.24511639773845673, 0.10218517482280731, -0.4650912284851074, 0.017303569242358208, 0.16372260451316833, -0.36359089612960815, -0.026737352833151817, -0.26837944984436035, -0.5715965032577515, 0.22226592898368835]",3315
521,173,"[-0.05521548166871071, -0.15979869663715363, -0.6773548722267151, -0.423288494348526, 0.13184809684753418, -0.1712292581796646, -0.037317175418138504, 0.18266600370407104, -0.00803465861827135, 0.31827011704444885, 0.9527243375778198, 0.501879870891571, -0.8599295020103455, -0.29653114080429077, -0.6268932819366455, 0.4544350206851959, -0.055150266736745834, 0.28880754113197327, 0.15796560049057007, 0.24752075970172882, 0.712762176990509, -0.6450501084327698, 0.13552162051200867, -0.5725394487380981, -0.2459353655576706, 0.3858602046966553, -0.6000379323959351, -0.3876332640647888, 0.46286508440971375, 0.40719226002693176, 0.40160250663757324, 0.07077773660421371, -0.47494497895240784, -0.4629499912261963, 0.3126830458641052, -0.28458932042121887, 0.14415599405765533, 0.9108513593673706, -0.15628516674041748, -0.04957956075668335, 0.42413485050201416, 0.17273977398872375, 0.6251891851425171, 0.004590088501572609, 0.20197467505931854, -0.327277809381485, -0.7116219997406006, 0.041390035301446915, 0.4142020642757416, -0.41963449120521545, -0.06679733097553253, 0.0877349004149437, 0.6115666031837463, 0.30044126510620117, 0.3532489836215973, 0.03101990558207035, 0.4239366352558136, -0.07034469395875931, 0.1196814551949501, -0.34442129731178284, 0.360263854265213, -0.3568628132343292, -0.305717796087265, -0.37794482707977295]",2323
522,173,"[0.023933492600917816, 0.17707547545433044, -0.3497616648674011, -0.38218000531196594, 0.19711731374263763, 0.7002271413803101, 0.003076651832088828, 0.19965754449367523, -0.5528016686439514, -0.5177489519119263, 0.6880843043327332, 0.46956518292427063, -0.5519004464149475, -0.23031051456928253, -0.09618206322193146, -0.11343216896057129, 0.44387200474739075, -0.04522344470024109, -0.2934117317199707, 0.39864641427993774, 0.3179047703742981, -0.19103628396987915, 0.2043672502040863, -0.12576255202293396, 0.11871377378702164, -0.06949423998594284, -0.11426058411598206, 0.004888338968157768, -0.3529398441314697, 0.6033134460449219, 0.15235298871994019, 0.1508828103542328, -0.6288608312606812, 0.06116916611790657, 0.5805156230926514, -0.20292703807353973, 0.25348421931266785, 1.1406469345092773, -0.20494510233402252, -0.16740110516548157, 0.14176014065742493, -0.3713214695453644, 0.0888911709189415, 0.48190852999687195, -0.06887730211019516, -0.4096108078956604, -0.9656692743301392, -0.8695997595787048, 0.1433330476284027, -0.682037353515625, 0.04007422924041748, -0.45149677991867065, 0.2166111320257187, 0.41130733489990234, 0.4009670317173004, 0.2940671145915985, -0.6031287908554077, 0.3637499511241913, 0.7345075607299805, -0.5307821035385132, 0.14078257977962494, -0.5263213515281677, -0.5634053349494934, 1.0549404621124268]",1312
523,173,"[0.17775146663188934, 0.08589252829551697, -0.3037324547767639, -0.4659625291824341, 0.17784564197063446, 0.6888055205345154, -0.0027545890770852566, 0.11084965616464615, -0.5768761038780212, -0.5065367221832275, 0.7346369624137878, 0.5398027896881104, -0.6545072197914124, -0.33109891414642334, -0.2864797115325928, -0.15016166865825653, 0.40828534960746765, 0.003816775744780898, -0.4419018626213074, 0.3726508915424347, 0.2545841634273529, -0.11564980447292328, 0.2945154309272766, -0.02377871423959732, 0.11858389526605606, -0.004971800372004509, -0.054312679916620255, 0.15216408669948578, -0.2567858397960663, 0.678718090057373, 0.1463961899280548, 0.1394253522157669, -0.6983751058578491, 0.0019860477186739445, 0.5970679521560669, -0.279438316822052, 0.19395343959331512, 1.0304728746414185, -0.19147825241088867, -0.09687049686908722, -0.09129472076892853, -0.4730631411075592, 0.1130186915397644, 0.5869495868682861, -0.009135730564594269, -0.4009997546672821, -0.8379573822021484, -0.8208140134811401, 0.02229718491435051, -0.5643755197525024, 0.009668994694948196, -0.35509538650512695, 0.4170970618724823, 0.43931645154953003, 0.3806978464126587, 0.39161691069602966, -0.6308795809745789, 0.37161949276924133, 0.7486059069633484, -0.5317839980125427, 0.20924429595470428, -0.518317461013794, -0.7043417096138, 0.8422971367835999]",102
524,853,"[-0.09417100250720978, 1.4889075756072998, 1.0205024480819702, 0.7439631223678589, 0.2161903828382492, -1.2257195711135864, 1.028287649154663, -0.4036617577075958, -0.3924088180065155, -0.6420139670372009, 0.41743868589401245, 0.06676004827022552, 0.31367960572242737, -1.5666478872299194, 0.3524135947227478, 0.8516173958778381, 0.8381519913673401, 0.6576063632965088, -0.03780293092131615, 0.06319553405046463, 0.7278743386268616, 0.24107544124126434, 0.6860092878341675, 0.37897732853889465, -1.041804313659668, 0.16086554527282715, 0.18199017643928528, 0.05995964631438255, -1.1259146928787231, 0.6096587777137756, 0.8140570521354675, 0.9201276898384094, 0.04556044563651085, -0.4965883493423462, 0.2630789875984192, 1.4874608516693115, -0.48832574486732483, 0.9466609358787537, -0.1927005797624588, 1.183609127998352, 1.1170576810836792, -0.23141148686408997, 0.6694827675819397, -0.4639653265476227, -0.1156473457813263, -0.7116554379463196, -0.38807255029678345, -0.1574447751045227, -1.0648350715637207, 0.14961935579776764, -0.8171825408935547, 1.2117935419082642, -0.8040839433670044, 0.10508188605308533, 0.6089454889297485, -0.5184295177459717, -1.831400990486145, -0.035742487758398056, 0.45855408906936646, -0.8411741256713867, -0.2220187783241272, -0.6259580850601196, -0.7443400621414185, 0.0844196081161499]",551
525,850,"[0.2826767861843109, 0.5108079314231873, -0.6925488114356995, 0.2780786454677582, 0.31029999256134033, 0.21860051155090332, -0.027290835976600647, 0.4260280132293701, 0.48825833201408386, 0.5968061089515686, 1.048643708229065, 0.33842867612838745, -0.21817514300346375, -1.7657184600830078, -0.05891759693622589, 1.3879814147949219, 0.1323140412569046, 0.48741415143013, 0.35418546199798584, 0.2033907175064087, 1.2239409685134888, -0.23708203434944153, 0.22810588777065277, -0.46823206543922424, -0.6668887734413147, 0.4431447386741638, 0.5372825264930725, -0.28915801644325256, -0.46563512086868286, 0.4890305995941162, 0.7207382917404175, 0.10131002217531204, -0.07684231549501419, -0.45071709156036377, 0.9465299248695374, 0.5711650848388672, -0.03447730466723442, 0.3354804813861847, -0.08804935216903687, 0.7483042478561401, -0.6196028590202332, 0.030539842322468758, 0.5682040452957153, -0.8476280570030212, 0.4746464192867279, -0.7392842769622803, -0.7678834199905396, 0.4259319603443146, -0.3057827055454254, -0.10497990250587463, -0.6013014912605286, 0.182582825422287, -0.18801480531692505, -1.155158519744873, 0.4333275556564331, 0.3424699306488037, -0.07887524366378784, -0.11308572441339493, 0.29575029015541077, -1.0935624837875366, -0.10521387308835983, -1.1357907056808472, -0.9653171300888062, -0.3060314953327179]",402
526,850,"[0.30237632989883423, 0.5633122324943542, -0.5830779671669006, 0.24507035315036774, 0.20723798871040344, -0.051885124295949936, -0.05587730556726456, 0.44157013297080994, 0.6243916153907776, 0.7490467429161072, 1.0201067924499512, 0.3432503342628479, -0.12811671197414398, -1.732000470161438, -0.010568787343800068, 1.5026895999908447, 0.19218547642230988, 0.43326467275619507, 0.3582639992237091, 0.027785181999206543, 0.9831873178482056, -0.24525804817676544, 0.08974863588809967, -0.35567528009414673, -0.5709587931632996, 0.379348486661911, 0.3829856812953949, -0.1843152940273285, -0.537189781665802, 0.5811673402786255, 0.5704295039176941, 0.1469123661518097, -0.21063806116580963, -0.4534273147583008, 0.9196335077285767, 0.5875356793403625, -0.020637821406126022, 0.26794326305389404, -0.2374245822429657, 0.800032377243042, -0.4956936538219452, 0.04980957880616188, 0.3916221559047699, -0.8412516117095947, 0.42309752106666565, -0.769454300403595, -0.8908787965774536, 0.534183144569397, -0.45319512486457825, -0.1575206220149994, -0.4733166992664337, 0.11706944555044174, -0.18693262338638306, -1.1669282913208008, 0.43001389503479004, 0.39212560653686523, -0.03826391324400902, -0.3406485617160797, 0.32611018419265747, -1.0696377754211426, 0.024825621396303177, -1.0849897861480713, -0.8633257150650024, -0.3863980174064636]",39
527,173,"[-0.26854708790779114, 0.3802550137042999, 0.19581401348114014, -0.9521406888961792, 0.14114569127559662, 0.25217127799987793, -0.3339124023914337, 0.31751108169555664, 0.5836164355278015, -0.8196624517440796, -0.26476234197616577, 0.19124877452850342, -0.7550265192985535, -0.6594448685646057, -1.1901726722717285, -0.0012458103010430932, 0.9811616539955139, 0.5789735913276672, -0.40964263677597046, -0.3187008202075958, -0.8986361622810364, -0.37509602308273315, 0.1566322296857834, 0.1920837014913559, 0.7899258136749268, 0.050944700837135315, 0.5869471430778503, 0.19545716047286987, 1.163095235824585, 0.8299077749252319, 0.9515763521194458, 0.5239965319633484, -0.3227508068084717, -0.13694140315055847, 1.131908893585205, -1.0336416959762573, -0.031307343393564224, 0.6454257965087891, -0.2746526598930359, 1.0494710206985474, 0.8321009278297424, -0.7762669324874878, 0.21144363284111023, -0.08885303139686584, 1.1522185802459717, 0.38371309638023376, -1.0882076025009155, -1.902693748474121, -0.3924284875392914, -0.4590721130371094, -0.4846409857273102, -0.22156868875026703, 1.0149903297424316, -0.36440733075141907, 1.4993704557418823, 0.3178841471672058, -0.2840897738933563, 0.4187290668487549, 0.1596594750881195, -0.3350636959075928, 1.2155168056488037, -0.8894169330596924, -0.7119721174240112, 0.4399121403694153]",1876
